title,artist,loudness,peak_loudness,avg_max_loudness,loudness_diff_averages,loudness_labels
Cheddar Chasin',Lunasicc,-8.400000,-3.060,-12.445,-4.045,medium
Violence,Juelz Santana / Bezel,-3.858000,1.488,-5.575,-1.717,loud
Seventeen (Digitally Remastered),The Fontane Sisters,-8.688000,-3.134,-11.538,-2.850,medium
Baby Face,Tiny Tim,-14.527000,-8.658,-17.378,-2.851,medium
Cut Here,The Cure,-8.190000,-3.209,-11.378,-3.188,medium
Carovana,I Nuovi Angeli,-8.456000,-3.259,-11.910,-3.454,medium
La Vie Par Procuration,Jean-Jacques Goldman,-11.326000,-5.785,-14.806,-3.480,medium
Secret,Eddie Turner,-6.410000,-2.855,-8.366,-1.956,loud
Fig Leaf Rag  (LP Version),Joshua Rifkin,-25.038000,-18.537,-29.439,-4.401,quiet
A Night in Tunisia,Art Blakey's Jazz Messengers,-15.469000,-5.794,-20.163,-4.694,quiet
Beautiful,Paul Glazby,-8.710000,-4.539,-11.231,-2.521,medium
Nothing But The Best,White Heart,-4.744000,-2.265,-6.217,-1.473,loud
Come On-a My House,Barbara Lusch,-10.304000,-2.653,-14.740,-4.436,medium
Wing,Patti Smith,-12.359000,-5.786,-16.980,-4.621,medium
Believe,Saga,-10.647000,-3.252,-17.213,-6.566,medium
Soñando En Ti,Gary Hobbs,-7.917000,-4.471,-9.865,-1.948,medium
Cremona (Instrumental),Vrse Murphy,-5.715000,-1.652,-9.560,-3.845,loud
Loaded Gun,C.C. Adcock,-7.661000,-3.985,-10.273,-2.612,medium
Blues City Shake Down,John Mayall & The Bluesbreakers,-5.063000,-2.556,-5.893,-0.830,loud
Why Get Up,The Fabulous Thunderbirds,-9.406000,-5.241,-10.600,-1.194,medium
Vos No Confiaste,2 Minutos,-5.150000,-1.681,-7.760,-2.610,loud
There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes,-10.095000,-3.903,-15.189,-5.094,medium
What Country Is,Luke Bryan,-4.430000,-0.103,-6.856,-2.426,loud
Memories,Thriller U,-12.420000,-8.424,-15.324,-2.904,medium
Cumpagno 'e cella,Alex,-11.813000,-6.249,-14.435,-2.622,medium
Paloma Negra,Rocio Jurado,-8.238000,-2.270,-13.366,-5.128,medium
317 East 32nd,Lennie Tristano,-18.203000,-7.991,-22.689,-4.486,quiet
Kill the Poor,Dead Kennedys,-10.133000,-6.983,-11.586,-1.453,medium
Over The Hill,R.L. Burnside,-9.584000,-6.145,-11.394,-1.810,medium
Jamming,Twinkle Twinkle Little Rock Star,-19.488000,-14.852,-21.082,-1.594,quiet
Future,Cut Copy,-8.775000,-3.075,-12.701,-3.926,medium
Naked Enough,Tim Wilson,-6.929000,-2.398,-10.082,-3.153,loud
The Beginning,Salt The Wound,-8.958000,-5.626,-11.078,-2.120,medium
Drive,The Cars,-5.811000,-2.090,-8.025,-2.214,loud
Can't Stop Lovin' You (Remastered Album Version),Van Halen,-3.798000,-0.488,-5.058,-1.260,loud
Rock Co.Kane Flow,De La Soul / MF Doom,-3.684000,0.033,-8.484,-4.800,loud
Running On The Rocks,Shriekback,-13.339000,-8.356,-15.269,-1.930,medium
These Nest Five Years,At All Cost,-3.523000,-0.452,-5.076,-1.553,loud
It Came To Pass (Part II),Mississippi Mass Choir,-19.174000,-10.298,-23.156,-3.982,quiet
Magic Dragon Theatre,Utopia,-11.865000,-8.158,-13.772,-1.907,medium
Function Of The Sun,The Ruby Suns,-9.876000,-6.034,-13.047,-3.171,medium
I Want Your Soul For Christmas,Schoolyard Heroes,-6.840000,-3.196,-9.963,-3.123,loud
Nach Ke VEkha Bhabhiyie,Malkit Singh,-8.215000,-5.137,-9.612,-1.397,medium
(Everybody's Waiting For) The Man With the Bag,Mannheim Steamroller,-6.894000,-2.247,-9.123,-2.229,loud
Dimension,Wolfmother,-4.598000,-1.122,-5.975,-1.377,loud
Faroe Cave Song,John Tchicai,-26.700000,-7.537,-32.899,-6.199,quiet
It's Going Down,Suicidal Tendencies,-5.930000,-2.404,-6.848,-0.918,loud
Cha Cha Brasilia,Bert Kaempfert,-8.817000,-3.578,-9.532,-0.715,medium
Schmerzensschreie,ColdWorld,-6.164000,-4.265,-7.148,-0.984,loud
Gimme Legs,The Chap,-7.345000,-1.561,-9.936,-2.591,medium
Bush,David Banner,-3.737000,0.602,-6.292,-2.555,loud
The Devil,The Rapture,-6.425000,-2.156,-8.680,-2.255,loud
Mary In Labor,Paul Cantelon,-22.788000,-15.523,-26.356,-3.568,quiet
Shining,Ice,-5.651000,-1.201,-9.510,-3.859,loud
Number Nine (LP Version),Richard Lloyd,-10.853000,-6.955,-12.234,-1.381,medium
Friend Or Foe,Adam Ant,-6.267000,-2.948,-7.745,-1.478,loud
For The First Time,June Hutton,-15.545000,-12.285,-17.731,-2.186,quiet
Can't Happen Here,Rainbow,-10.915000,-8.047,-12.402,-1.487,medium
La (Moonman's Flashover Mix Edit),Marc Et Claude,-7.993000,-2.804,-9.977,-1.984,medium
Love The Feeling - Original,Leroy Hutson,-13.575000,-6.961,-16.309,-2.734,medium
Pee Wee's Boogie,Pee Wee Crayton,-12.941000,-7.481,-16.151,-3.210,medium
t.k.k.,Fläskkvartetten / Thåström,-17.379000,-6.254,-24.155,-6.776,quiet
Caray!,Gabinete Caligari,-4.528000,-1.447,-5.958,-1.430,loud
La marine,Marc Perrone,-9.637000,-4.510,-11.707,-2.070,medium
Crescent Moon,Ancient Astronauts,-7.111000,-2.463,-13.112,-6.001,medium
Radiance I,Basic Channel,-17.880000,-6.482,-20.955,-3.075,quiet
Inherent Scars,Symphony in Peril,-6.776000,-2.688,-10.787,-4.011,loud
Trading Places,Usher,-4.040000,-1.430,-4.665,-0.625,loud
Mom's Phone,Greg Vaccariello,-12.150000,-6.904,-16.421,-4.271,medium
I Am a Rasta Man,Wailing Souls,-17.309000,-7.508,-20.634,-3.325,quiet
Dub It,J.C. Lodge,-13.060000,-6.262,-17.563,-4.503,medium
Woman of Shiloh,Mike Brooks,-13.713000,-5.173,-19.731,-6.018,medium
The Southern Soldier Boy,Kathy Mattea,-13.056000,-5.892,-16.836,-3.780,medium
Bon Demain,This Moment,-7.322000,-4.973,-8.697,-1.375,medium
Zurezko Olerkia,Varios,-25.431000,-17.706,-29.693,-4.262,quiet
When I Get Home,The Fabulous Thunderbirds,-12.219000,-5.086,-17.619,-5.400,medium
He's Leading The Way,The Perrys,-7.792000,-2.514,-10.014,-2.222,medium
It's Too Late,Small Faces,-5.074000,-0.803,-6.620,-1.546,loud
Widow's Walk,Enter the Haggis,-10.211000,-4.599,-13.045,-2.834,medium
Love Of My Life,The Chi-Lites,-9.588000,-3.605,-12.421,-2.833,medium
Memories,George Lopez,-16.016000,-10.414,-19.200,-3.184,quiet
It All Depends On You,Jerry Lewis,-9.865000,-6.067,-12.295,-2.430,medium
The Traffic Jam,Stephen Marley / Damian Marley,-8.476000,-3.411,-10.576,-2.100,medium
Beautiful When You're Green,Charlie Khan,-3.976000,-1.657,-4.512,-0.536,loud
Rock Biter (Album Version),Red I Flight,-4.852000,-2.250,-5.650,-0.798,loud
Edge Of The Dream (Emergency Broadcast Album Version),White Heart,-11.706000,-6.610,-17.348,-5.642,medium
Broken Hearted Side Of New Orleans,Jo-El Sonnier,-9.503000,-3.392,-13.654,-4.151,medium
Hot Spot (Terrible Love Mix),Steinski,-12.738000,-5.825,-15.314,-2.576,medium
If We Loved,Chuck Wicks,-5.278000,-1.322,-7.532,-2.254,loud
Pasa el tiempo,Yahir,-8.879000,-2.691,-13.969,-5.090,medium
Dial Me,Lexi,-10.258000,-2.920,-15.617,-5.359,medium
Resistance,Cali,-8.038000,-2.836,-9.961,-1.923,medium
Sing Boy Sing,Tommy Sands,-18.183000,-12.564,-22.696,-4.513,quiet
Irreplaceable (Irreemplazable),Beyoncé,-4.883000,-2.239,-6.292,-1.409,loud
Shadows,DJ Harry,-7.254000,-1.682,-11.617,-4.363,medium
Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,-16.409000,-8.317,-21.661,-5.252,quiet
Shoulda Did,Rated R,-3.523000,2.357,-8.410,-4.887,loud
Vena Cava 8,Diamanda Galas,-51.643000,-39.190,-46.002,5.641,quiet
Magic,Black Eyed Peas / Terry Dexter,-3.574000,1.127,-8.398,-4.824,loud
Imagination,Beenie Man,-6.171000,-2.401,-7.996,-1.825,loud
Between The Worlds,Be Bop Deluxe,-11.292000,-9.166,-12.596,-1.304,medium
A Night at Mahmoud's,Rolfe Kent,-30.220000,-24.077,-33.041,-2.821,quiet
Sprung (Cibola Mix W/ Rap),Nu Flavor,-5.426000,-1.201,-8.600,-3.174,loud
La Romance De La Pluie,Maurice Chevalier,-13.379000,-6.732,-16.768,-3.389,medium
Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,-25.260000,-13.001,-29.608,-4.348,quiet
Ya Mama (Palm Springs Demo),P.O.D.,-5.322000,-1.143,-9.320,-3.998,loud
Veronica Sawyer (Album),Reel Big Fish,-4.120000,-1.429,-5.448,-1.328,loud
Faith,Mystery,-9.049000,-3.015,-12.543,-3.494,medium
Chanson De La Patience,Jacques Douai,-22.504000,-11.693,-28.388,-5.884,quiet
Et kütt wie et kütt,Eko Fresh,-5.172000,-0.439,-9.152,-3.980,loud
Searching,Buju Banton,-13.139000,-8.470,-15.608,-2.469,medium
Le Dormeur du Val,Jacques Douai,-20.869000,-9.148,-27.218,-6.349,quiet
Sapphire,Bill Douglas,-16.865000,-5.702,-19.798,-2.933,quiet
Ring The Alarm,Beyoncé,-6.295000,-2.615,-8.985,-2.690,loud
Ouachita Run (Album Version),Alvin Youngblood Hart,-18.909000,-5.281,-20.815,-1.906,quiet
Rainbow '65 (part 2) - Live,Gene Chandler,-14.890000,-5.485,-18.701,-3.811,medium
The Blood Covers It All (Live),Legacy Five,-11.723000,-5.322,-16.943,-5.220,medium
Led By the Master's Hand,The Del McCoury Band,-9.329000,-4.937,-10.790,-1.461,medium
Kenourgia Fotia,Christos Dantis,-4.133000,-0.569,-6.938,-2.805,loud
Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton,-14.094000,-8.311,-18.872,-4.778,medium
Now U Got It,J Bostron & Beretta,-4.962000,-2.591,-6.455,-1.493,loud
I've never been so Lonely,Mark Ashley,-6.806000,-2.962,-9.043,-2.237,loud
I Love You (LP Version),Cindy Morgan,-14.677000,-4.029,-18.734,-4.057,medium
Decline Of the Western Civilization,Deathstar,-5.443000,-1.581,-6.394,-0.951,loud
Dancing With Myself (BBC In Concert 01/01/81),Generation X,-7.460000,-4.064,-9.417,-1.957,medium
Evening,Vanessa Daou,-11.607000,-6.151,-15.391,-3.784,medium
Hey!,Laidback Luke & Diplo,-6.737000,-2.987,-8.058,-1.321,loud
Midnight,Joe Satriani,-16.104000,-10.164,-19.079,-2.975,quiet
Brother,Steve Vai,-7.269000,-1.637,-11.969,-4.700,medium
Civilized Reggae,Burning Spear,-8.010000,-3.356,-11.741,-3.731,medium
What Is A Woman For? (BBC In Concert),The Edgar Broughton Band,-16.479000,-8.743,-22.000,-5.521,quiet
Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,-4.252000,0.095,-7.479,-3.227,loud
Macarena,Los Del Rio,-12.005000,-4.032,-14.732,-2.727,medium
Cover To Cover,Wes King,-7.920000,-3.324,-10.527,-2.607,medium
Kesäilta Saimaalla,Teijo Joutsela and Humppa-Veikot,-12.013000,-7.358,-13.863,-1.850,medium
What's The Matter With The Mill,Moon Mullican,-18.692000,-11.144,-21.988,-3.296,quiet
Let me fly,Jefferson Starship,-9.864000,-5.641,-12.104,-2.240,medium
En fet man,Ronny Eriksson,-15.086000,-6.754,-18.745,-3.659,quiet
Now I Got A Woman,John Mayall,-7.611000,-3.685,-9.513,-1.902,medium
Nothing's The Same,Gary Moore,-20.496000,-12.374,-23.573,-3.077,quiet
Stolen Pills,Spiral Stairs,-5.677000,-3.656,-6.470,-0.793,loud
Outro,Attack Attack,-20.856000,-16.005,-24.609,-3.753,quiet
Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,-13.120000,-6.525,-16.188,-3.068,medium
Patricia,Mighty Mighty Bosstones,-9.515000,-7.171,-10.578,-1.063,medium
A Dustland Fairytale,Twinkle Twinkle Little Rock Star,-19.938000,-15.224,-22.000,-2.062,quiet
Through The Eyes Of Faith,The Booth Brothers,-4.071000,-0.541,-6.376,-2.305,loud
Loves Parting,Vivian Khor,-21.533000,-9.233,-26.164,-4.631,quiet
Still Lost in the Forest,Anne Dudley,-19.597000,-12.859,-25.452,-5.855,quiet
So Many Roads,The Mustangs,-9.302000,-5.154,-12.181,-2.879,medium
We're Almost There,Michael Jackson,-9.631000,-5.877,-11.788,-2.157,medium
Blame Canada ( From: South Park ),Marc Shaiman,-16.079000,-8.503,-19.287,-3.208,quiet
A Different Kind of Love,Paul Simon,-7.444000,-2.728,-10.524,-3.080,medium
B-Boy Stance,K-OS,-6.491000,-2.292,-7.951,-1.460,loud
Unfinished Self-Portrait,Eberhard Weber,-27.016000,-20.671,-31.134,-4.118,quiet
Lifeboat Serenade,Jimmy Herring,-10.004000,-5.257,-12.629,-2.625,medium
Christmas Time,The Continentals,-7.928000,-1.825,-11.986,-4.058,medium
Song Sung Blue,Neil Diamond,-12.409000,-7.595,-15.192,-2.783,medium
Cúnla/The Friar's Breeches,The Chieftains;Colin James,-12.810000,-7.358,-15.297,-2.487,medium
Party Time,45 Grave,-12.778000,-8.800,-14.627,-1.849,medium
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams,-23.538000,-15.751,-27.850,-4.312,quiet
I Feel So Good,J.B. Lenoir,-7.573000,-3.017,-9.613,-2.040,medium
I Need You,Screaming Jay Hawkins,-13.142000,-8.851,-14.563,-1.421,medium
Navy hymn,The Sun Harbor's Chorus-Documentary Recordings,-18.681000,-13.525,-21.863,-3.182,quiet
We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,-3.564000,-2.352,-3.803,-0.239,loud
Gettin' Better,Tesla,-10.223000,-5.602,-12.798,-2.575,medium
You Don't Know Me,Charlie Rich,-13.505000,-6.958,-17.339,-3.834,medium
Warm Spring Night,Claw Hammer,-7.669000,-3.897,-9.776,-2.107,medium
The Hero Dies in This One,The Ataris,-4.544000,-1.002,-6.582,-2.038,loud
Newborn Blessing (World),Sharon Burch,-18.312000,-12.289,-22.821,-4.509,quiet
Below The Stars,The Field Mice,-14.064000,-9.529,-17.125,-3.061,medium
Dab_dab_doo-Party In The Jungle,Taboo,-5.266000,-1.948,-6.336,-1.070,loud
Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,-7.949000,-3.539,-10.229,-2.280,medium
Papito Charme,Koffi Olomidé,-7.441000,-3.278,-8.970,-1.529,medium
Sing Your Freedom,White Heart,-8.797000,-3.187,-12.191,-3.394,medium
All They Want,Singing Melody,-6.232000,-2.720,-8.631,-2.399,loud
Sparnuotoji Doze. Laukimas,Svartthron,-9.663000,-5.991,-11.677,-2.014,medium
Around And Around,The Rolling Stones,-11.553000,-7.974,-13.529,-1.976,medium
NY Timbuctu,The Rongetz Foundation,-8.977000,-4.048,-11.152,-2.175,medium
Loko,Kassav',-6.824000,-1.243,-9.296,-2.472,loud
Dance_ Dance,Fall Out Boy,-3.544000,-0.228,-5.164,-1.620,loud
Cry On (Acoustic Demo),Bob Marley & The Wailers,-15.193000,-6.735,-20.519,-5.326,quiet
Le chanteur malheureux,Claude François,-12.472000,-8.617,-15.642,-3.170,medium
Bruk Out and Wine,Elephant Man,-8.480000,-4.658,-9.995,-1.515,medium
Let It Be,The Cate Brothers,-16.086000,-11.643,-18.644,-2.558,quiet
Walkin' In,Tracy Byrd,-9.068000,-4.691,-11.311,-2.243,medium
Viens Danser Jeannette,Jean Segurel,-11.373000,-5.563,-12.747,-1.374,medium
No me imagino,Fran Perea,-4.556000,-0.769,-6.077,-1.521,loud
It Ain't The Meat It's The Motion (LP Version),Maria Muldaur,-10.034000,-5.342,-12.134,-2.100,medium
Acapulco Sunrise,Santana,-10.300000,-6.557,-11.856,-1.556,medium
Iki Tas Corba,Mustafa Sandal,-13.342000,-6.564,-16.954,-3.612,medium
Guayabera,Johannes Linstead,-7.409000,-1.825,-9.498,-2.089,medium
Packing Up,Dorothy Norwood,-6.821000,-2.931,-8.593,-1.772,loud
Mirror (Album),Cinder,-4.634000,-2.225,-5.763,-1.129,loud
Donde,Fania All Stars,-7.136000,-1.051,-10.697,-3.561,medium
Must Have Been The Devil,Otis Spann,-13.389000,-9.212,-15.533,-2.144,medium
I Go To Work,Kool Moe Dee,-8.762000,-3.175,-11.036,-2.274,medium
Is It You?,Lee Ritenour,-9.727000,-3.668,-14.347,-4.620,medium
Bottle It Up And Go,Big John Greer,-7.265000,-3.432,-8.854,-1.589,medium
El Momento,Jaguares,-9.795000,-3.952,-14.677,-4.882,medium
My Saviour Is Lord,Oak Ridge Boys,-12.135000,-8.008,-14.146,-2.011,medium
Country Day,The Tragically Hip,-5.480000,-1.627,-8.155,-2.675,loud
Let The Church Rise,Carman featuring Commissioned & The Christ Church Choir,-9.464000,-4.326,-15.245,-5.781,medium
Nema Dana Ni Meseca,Reni,-2.785000,0.411,-4.450,-1.665,loud
Cantares,Raphael,-6.862000,-2.129,-9.794,-2.932,loud
Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,Sammi Cheng,-5.597000,-1.618,-8.934,-3.337,loud
Why,Fiona,-8.005000,-2.668,-13.106,-5.101,medium
Helium,Cargo Cult,-7.760000,-3.418,-10.152,-2.392,medium
Poison Lips,Lord Sterling,-6.800000,-2.924,-9.556,-2.756,loud
I Need To Talk To Hank Hank,Forensics,-24.250000,-18.056,-28.564,-4.314,quiet
Soldats Ne Tirez Pas,Gerard Lenorman,-5.530000,-2.360,-7.424,-1.894,loud
Walk With You,Cama,-5.516000,0.090,-7.319,-1.803,loud
Robot Kid,Anat Ben David,-4.662000,-1.613,-6.927,-2.265,loud
Almendra,Arturo Sandoval,-12.246000,-6.975,-14.880,-2.634,medium
Mikawa Miya,Novika,-9.655000,-5.650,-12.139,-2.484,medium
Dat Dere,Eldar,-17.112000,-6.091,-23.661,-6.549,quiet
Rue de Nantes,Oldelaf et Monsieur D,-9.985000,-1.941,-13.414,-3.429,medium
Ren Lai Ren Wang,Eason Chan,-14.155000,-6.403,-18.940,-4.785,medium
Please Don't Lie To Me,The Fabulous Thunderbirds,-8.692000,-3.821,-10.447,-1.755,medium
45 Pounds,Hey Colossus,-9.711000,-4.140,-11.862,-2.151,medium
Chela,Sonora Carruseles,-11.079000,-2.557,-13.362,-2.283,medium
I Know That Car,Eddy Raven,-14.586000,-7.686,-20.235,-5.649,medium
Kitteldags,Finntroll,-5.059000,-2.656,-6.271,-1.212,loud
The Story (get It On),Tanto Metro & Devonte,-8.726000,-3.821,-10.574,-1.848,medium
Coppershot,Bounty Killer,-8.043000,-3.469,-11.757,-3.714,medium
Dump,Mobb Deep featuring Nate Dogg,-3.813000,0.103,-8.422,-4.609,loud
Like It's Hot,DJ Spinn and DJ Rashad,-13.306000,-8.696,-17.458,-4.152,medium
El Amor,Jose Luis Perales,-10.744000,-3.900,-14.475,-3.731,medium
Negocio Prohibido,El Poder del Norte,-10.566000,-5.783,-12.462,-1.896,medium
Dutty Wine,Tony Matterhorn,-5.953000,-2.222,-6.622,-0.669,loud
Won Threw Ate,Story Of The Year,-3.487000,-0.760,-4.807,-1.320,loud
Baby,Brazilian Tropical Orchestra,-16.031000,-9.231,-20.320,-4.289,quiet
Why?,Kisha,-4.799000,-1.585,-6.133,-1.334,loud
Sizofrenija(duet Ana Nikolic&Aca Lukas),Ana Nikolic,-5.402000,-2.827,-7.326,-1.924,loud
Happiness Is Loving You,Tyrone Taylor,-6.536000,-2.213,-7.715,-1.179,loud
Bread Or Blood (Single),4 Skins,-9.089000,-7.198,-9.923,-0.834,medium
The Champ,Robben Ford,-9.925000,-4.876,-13.448,-3.523,medium
Hold On,White Heart,-10.383000,-3.792,-12.856,-2.473,medium
Rock Star (LP Version),Zapp,-11.655000,-7.391,-13.740,-2.085,medium
Mediocre (Version original),Ximena Sarinana,-11.689000,-6.459,-16.123,-4.434,medium
Taste It,Busta Rhymes,-7.958000,-1.977,-11.928,-3.970,medium
You've Lost That Lovin' Feelin',Fontella Bass,-10.269000,-6.203,-13.477,-3.208,medium
Einfach,Rhinostar,-5.021000,-1.986,-6.131,-1.110,loud
Towards Eternity,Old Man's Child,-6.748000,-3.009,-8.519,-1.771,loud
Emit Remmus (Album Version),Red Hot Chili Peppers,-2.267000,0.697,-4.169,-1.902,loud
Moses,Patty Griffin,-7.852000,-2.481,-11.816,-3.964,medium
Infernal Calling,Satan's Host,-3.920000,-2.013,-4.846,-0.926,loud
For Your Passion My Love,Aeoliah,-15.226000,-10.252,-17.161,-1.935,quiet
Valérie,Eric Demarsan,-24.436000,-19.802,-27.085,-2.649,quiet
Having You There,Mississippi Mass Choir,-5.743000,-1.422,-8.433,-2.690,loud
Awake IV,Space Opera,-8.601000,-6.339,-10.732,-2.131,medium
Outro,Through the Eyes of the Dead,-31.982000,-24.856,-35.972,-3.990,quiet
Lovers Lane Boogie,Johnny Otis,-15.506000,-9.733,-19.005,-3.499,quiet
Naming Ceremony,Finest Dearest,-7.340000,-2.260,-11.558,-4.218,medium
Gillum Blues,Jazz Gillum,-12.455000,-6.789,-15.389,-2.934,medium
Goodfellas,Neema,-6.697000,-1.683,-11.170,-4.473,loud
Ala Kaboo (Idjut Boy's H-Bar Mix),Sound 5,-11.315000,-4.828,-14.748,-3.433,medium
Oceans Of Love (LP Version),Jorgen Ingmann,-8.768000,-4.622,-11.100,-2.332,medium
Jack and Benton,Sean Callery,-29.331000,-18.977,-33.570,-4.239,quiet
Nivel De Mafia,Jesus Otero - Luny Tunes,-5.552000,-1.633,-7.737,-2.185,loud
Hechizo,Gran Coquivacoa,-9.764000,-6.302,-10.573,-0.809,medium
London Bridge,Fergie,-5.930000,-1.234,-8.346,-2.416,loud
Strange Days ( LP Version ),The Doors,-6.772000,-2.271,-9.628,-2.856,loud
Safe Sex,Erick Sermon,-9.436000,-4.307,-14.440,-5.004,medium
A Part Of Me,40 Grit,-8.951000,-2.629,-12.595,-3.644,medium
Guarda Che Luna,Bob Azzam,-5.382000,0.250,-8.054,-2.672,loud
Space Station Liberty,Scott Glasgow,-14.150000,-8.913,-18.505,-4.355,medium
Manteca,Poncho Sanchez,-15.820000,-9.693,-18.451,-2.631,quiet
Tell Jesus [To Come To My House],Livingston Taylor,-13.559000,-7.219,-16.717,-3.158,medium
Zero,Papa Wemba,-11.730000,-5.755,-14.574,-2.844,medium
He's Alright (Album Version),Fortitude,-6.464000,-2.397,-10.072,-3.608,loud
In A Distant Place (World),R. Carlos Nakai,-22.812000,-15.941,-26.015,-3.203,quiet
Wet The Club,Onyx,-6.305000,-1.243,-9.387,-3.082,loud
Por Arriesgarnos,Jennifer Lopez,-10.447000,-4.540,-14.613,-4.166,medium
A Fool's Advice,Joe Grushecky,-13.540000,-8.179,-16.982,-3.442,medium
One Fine Day,THE CHIFFONS,-8.230000,-4.523,-9.873,-1.643,medium
Tanzen,Spitfire,-3.730000,0.202,-4.803,-1.073,loud
Prolog auf Erden,Equilibrium,-3.901000,-1.995,-5.129,-1.228,loud
Who Was I Kidding,Martha Wainwright,-10.512000,-1.772,-16.414,-5.902,medium
Rocks Off,The Rolling Stones,-8.242000,-4.448,-10.515,-2.273,medium
Unbreakable,Ms. Dynamite,-8.226000,-4.283,-10.740,-2.514,medium
Spritlåten,Ronny Eriksson,-12.417000,-6.631,-16.641,-4.224,medium
Run The Show featuring Don Omar [en Espanol],Kat DeLuna,-5.919000,-2.494,-6.976,-1.057,loud
Strikes-3,Atom,-9.360000,-4.002,-11.813,-2.453,medium
Watermelon Man (What A Mellow Goy),Artie Fishel & The Promised Band,-7.008000,-3.665,-9.039,-2.031,medium
Got The Bull By The Horns,Johnny Horton,-11.011000,-6.652,-12.398,-1.387,medium
Words With Fat Joe,Fat Joe,-15.329000,-7.268,-19.327,-3.998,quiet
Pei Chen Pin,Jerry Yan,-6.954000,-1.875,-11.648,-4.694,loud
Some Lie For Love,L.A. Guns,-9.767000,-6.274,-12.049,-2.282,medium
Lifewalk,Demonbreed,-5.028000,-2.626,-6.539,-1.511,loud
Vaisakhi Wala Mela,XLNC,-14.803000,-10.773,-16.615,-1.812,medium
No Meat Blues,Champion Jack Dupree With TS McPhee,-10.688000,-4.073,-13.522,-2.834,medium
Si Juras Regresar,Enrique Iglesias,-7.060000,-1.004,-12.855,-5.795,medium
Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),Britt Nicole,-13.053000,-6.454,-17.088,-4.035,medium
Lentävä kalakukko,Esa Pakarinen,-15.202000,-7.761,-17.932,-2.730,quiet
Sidney Gorgeous,Claire Hamill,-18.206000,-8.694,-22.069,-3.863,quiet
Summer Nite,The Plasmatics,-4.907000,-2.069,-6.786,-1.879,loud
If I Talk To Him,Connie Smith,-13.232000,-7.527,-15.623,-2.391,medium
Protagonist (Album Version),Scalplock,-5.300000,-2.244,-6.342,-1.042,loud
Willie And The Pig,The Grease Band,-17.604000,-11.863,-21.039,-3.435,quiet
Because He Loves Me,Amy Lambert,-11.603000,-4.726,-15.386,-3.783,medium
Black and Blue,Torcuato Mariano,-11.878000,-2.223,-18.680,-6.802,medium
A True Friend,Dobby Dobson,-7.303000,-2.874,-10.575,-3.272,medium
Changed My Life,Baby Bash / Grimm,-5.179000,0.756,-9.580,-4.401,loud
Give It To 'Em,Chops,-3.326000,0.609,-7.847,-4.521,loud
Loose Talk,Carl Smith,-26.045000,-20.019,-28.185,-2.140,quiet
Intro/Chamber The Cartridge,Rise Against,-4.504000,-1.963,-6.404,-1.900,loud
